playerID,Season,Lg,G,AB,H,2B,3B,HR,BB,SO,HBP,SF,birthYear,Age,PA,BA,OBP,SLG,OPS,LgAvgOPS,OPS_plus_lg
ackledu01,2015,AL,108,238,55,11,3,10,18,45.0,1.0,4.0,1988.0,27.0,261.0,0.23109243697478993,0.2835249042145594,0.42857142857142855,0.7120963327859879,0.7358958768201682,96.76590876728119
acunaro01,2018,NL,111,433,127,26,4,26,45,123.0,6.0,3.0,1997.0,21.0,487.0,0.29330254041570436,0.3655030800821355,0.5519630484988453,0.9174661285809808,0.7433575999856135,123.42190738330206
acunaro01,2019,NL,156,626,175,22,2,41,76,188.0,9.0,1.0,1997.0,22.0,712.0,0.2795527156549521,0.3651685393258427,0.5175718849840255,0.8827404243098682,0.7781836944417571,113.43599597561816
acunaro01,2020,NL,46,160,40,11,0,14,38,60.0,4.0,0.0,1997.0,23.0,202.0,0.25,0.40594059405940597,0.58125,0.987190594059406,0.8083017739166947,122.13143975620522
acunaro01,2021,NL,82,297,84,19,1,24,49,85.0,9.0,5.0,1997.0,24.0,360.0,0.2828282828282828,0.39444444444444443,0.5959595959595959,0.9904040404040404,0.7519923491496225,131.70400490430808
adamecr01,2016,NL,121,225,49,7,3,2,24,47.0,4.0,0.0,1991.0,25.0,253.0,0.21777777777777776,0.30434782608695654,0.3022222222222222,0.6065700483091787,0.7523027787586992,80.62844714066061
adamewi01,2018,AL,85,288,80,7,0,10,31,95.0,1.0,2.0,1995.0,23.0,322.0,0.2777777777777778,0.34782608695652173,0.40625,0.7540760869565217,0.7340886900182475,102.72274960914838
adamewi01,2019,AL,152,531,135,25,1,20,46,153.0,3.0,1.0,1995.0,24.0,581.0,0.2542372881355932,0.31669535283993117,0.4180790960451977,0.7347744488851289,0.7710615936279408,95.29387210532995
adamewi01,2020,AL,54,185,48,15,1,8,20,74.0,0.0,0.0,1995.0,25.0,205.0,0.2594594594594595,0.33170731707317075,0.4810810810810811,0.8127883981542519,0.7907451109803848,102.7876602545841
adamewi01,2021,NL,99,365,104,26,0,20,47,105.0,0.0,1.0,1995.0,26.0,413.0,0.28493150684931506,0.36561743341404357,0.5205479452054794,0.8861653786195229,0.7519923491496225,117.84233970220943
adamsgl01,1980,AL,99,262,75,11,2,6,15,26.0,0.0,4.0,1947.0,33.0,281.0,0.2862595419847328,0.3202846975088968,0.4122137404580153,0.7324984379669122,0.7257252406938731,100.9333004962819
